paper_id,method_id,method_structure,lineage,dataset,dataset_version,config_label,outcome,raw_score,random_ref,human_ref,env_steps,replay_ratio,batch_size,learning_rate,n_step,discount,hidden_dim,num_layers,imagination_horizon,num_simulations,model_params,n_seeds,eval_episodes,sticky_actions,data_augmentation,checkpoint_selection,source,value_type,notes
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,demonattack,atari100k,main,3.719,208.1,140.0,1971.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: DemonAttack; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,freeway,atari100k,main,55.667,16.7,0.0,30.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Freeway; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,gopher,atari100k,main,16.2,596.8,245.9,2412.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Gopher; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,hero,atari100k,main,7.947,2656.6,224.6,30826.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Hero; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,jamesbond,atari100k,main,26.041,100.5,29.2,303.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Jamesbond; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,kangaroo,atari100k,main,0.307,51.2,42.0,3035.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Kangaroo; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,krull,atari100k,main,58.92,2204.8,1543.3,2666.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Krull; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,kungfumaster,atari100k,main,64.405,14862.5,616.5,22736.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: KungFuMaster; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,mspacman,atari100k,main,18.533,1480.0,235.2,6952.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: MsPacman; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,pong,atari100k,main,93.785,12.8,-20.4,15.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Pong; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,privateeye,atari100k,main,0.012,35.0,26.6,69571.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: PrivateEye; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,qbert,atari100k,main,8.448,1288.8,166.1,13455.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Qbert; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,roadrunner,atari100k,main,71.901,5640.6,0.0,7845.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: RoadRunner; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,seaquest,atari100k,main,1.482,683.3,61.1,42055.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: Seaquest; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1903.00374,SimPLe,"[""encode@input"", ""predict@distribution"", ""reconstruct@distribution"", ""sample@latent""]",world_model_imagination,upndown,atari100k,main,25.542,3350.3,488.4,11693.0,102400,missing,missing,missing,not_applicable,0.99,missing,missing,50,not_applicable,74,5,missing,no,missing,last,arXiv:1903.00374 Table 2 [SimPLe] game as printed: UpNDown; refs Table 2,derived_hns_from_reported_mean,"raw score; mean (std) over 5 training runs; Table 3 'SimPLe' column repeats the 'Ours, SD long' numbers"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,alien,atari100k,main,7.422,739.9,227.8,7127.7,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: alien; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,amidar,atari100k,main,10.667,188.6,5.8,1719.5,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: amidar; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,assault,atari100k,main,40.185,431.2,222.4,742.0,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: assault; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,asterix,atari100k,main,3.145,470.8,210.0,8503.3,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: asterix; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,bankheist,atari100k,main,4.98,51.0,14.2,753.1,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: bank_heist; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,battlezone,atari100k,main,22.294,10124.6,2360.0,37187.5,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: battle_zone; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,boxing,atari100k,main,0.833,0.2,0.1,12.1,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: boxing; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,breakout,atari100k,main,0.694,1.9,1.7,30.5,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: breakout; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,choppercommand,atari100k,main,0.772,861.8,811.0,7387.8,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: chopper_command; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,crazyclimber,atari100k,main,21.577,16185.3,10780.5,35829.4,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: crazy_climber; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,demonattack,atari100k,main,19.567,508.0,152.1,1971.0,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: demon_attack; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,freeway,atari100k,main,94.257,27.9,0.0,29.6,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: freeway; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,frostbite,atari100k,main,18.775,866.8,65.2,4334.7,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: frostbite; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,gopher,atari100k,main,4.265,349.5,257.6,2412.5,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: gopher; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,hero,atari100k,main,19.564,6857.0,1027.0,30826.4,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: hero; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,jamesbond,atari100k,main,99.562,301.6,29.0,302.8,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: jamesbond; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,kangaroo,atari100k,main,24.381,779.3,52.0,3035.0,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: kangaroo; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,krull,atari100k,main,117.424,2851.5,1598.0,2665.5,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: krull; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,kungfumaster,atari100k,main,62.673,14346.1,258.5,22736.3,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: kung_fu_master; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,mspacman,atari100k,main,13.497,1204.1,307.3,6951.6,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: ms_pacman; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,pong,atari100k,main,3.966,-19.3,-20.7,14.6,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: pong; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,privateeye,atari100k,main,0.105,97.8,24.9,69571.3,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: private_eye; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,qbert,atari100k,main,7.441,1152.9,163.9,13455.0,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: qbert; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,roadrunner,atari100k,main,122.404,9600.0,11.5,7845.0,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: road_runner; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,seaquest,atari100k,main,0.68,354.1,68.4,42054.7,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: seaquest; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
1906.05243,DER,"[""correct@policy"", ""sample@trajectory"", ""train@value""]",model_free_value,upndown,atari100k,main,21.004,2877.4,533.4,11693.2,100000,1,32,0.0001,20,0.99,256,missing,not_applicable,not_applicable,missing,5,missing,no,no,last,arXiv:1906.05243 Table 1 [Data-efficient Rainbow (DER)] game as printed: up_n_down; refs Table 1,derived_hns_from_reported_mean,"raw mean episode return at end of training, averaged across 5 seeds; no std printed"
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,alien,atari100k,main,9.565,824.7,184.8,6875.0,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: Alien; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,amidar,atari100k,main,4.266,82.8,11.8,1676.0,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: Amidar; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,assault,atari100k,main,8.267,351.9,248.8,1496.0,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: Assault; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,asterix,atari100k,main,4.774,628.5,233.7,8503.0,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: Asterix; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,bankheist,atari100k,main,23.228,182.1,15.0,734.4,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: BankHeist; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,battlezone,atari100k,main,3.339,4060.6,2895.0,37800.0,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: BattleZone; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,boxing,atari100k,main,55.0,2.5,0.3,4.3,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: Boxing; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
2003.10181,OTRainbow,"[""correct@parameter"", ""replay@other:OTRainbow"", ""simulate@other:OTRainbow""]",model_free_value,breakout,atari100k,main,28.932,9.84,0.9,31.8,100000,8,missing,missing,missing,missing,missing,missing,not_applicable,not_applicable,missing,missing,missing,missing,no,last,arXiv:2003.10181 Table 1 [OTRainbow (Overtrained Rainbow)] game as printed: Breakout; refs Table 1,derived_hns_from_reported_mean,raw mean score after 100k interactions; number of seeds not stated; no std
