paper_id,method_id,method_structure,lineage,dataset,dataset_version,config_label,outcome,outcome_std,batch_size,learning_rate,training_steps,hidden_dim,num_layers,discount,planning_horizon,context_length,denoising_steps,guidance_scale,num_candidates,num_q_networks,model_rollout_length,expectile_tau,n_seeds,sampler,checkpoint_selection,critic_layernorm,policy_extraction,base_learner,discretization,source,value_type,notes
2211.15657,DecisionDiffuser,"[""diffuse@state"", ""inverse dynamics@action"", ""predict@distribution"", ""sample@state""]",diffusion_planning,walker2d-medium-replay,unknown,main,75.0,4.3,32,0.0002,2000000,missing,missing,missing,100,20,100,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2211.15657 Table 1 [Decision Diffuser (DD)] dataset as printed: walker2d-medium-replay,reported_mean_over_seeds,std column is standard error over 5 random seeds (Table 1 caption). Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,halfcheetah-medium-expert,unknown,main,89.6,0.8,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: halfcheetah-medium-expert,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,hopper-medium-expert,unknown,main,111.6,2.0,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: hopper-medium-expert,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,walker2d-medium-expert,unknown,main,108.2,0.8,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: walker2d-medium-expert,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,halfcheetah-medium,unknown,main,44.2,0.6,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: halfcheetah-medium,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,hopper-medium,unknown,main,96.6,2.7,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: hopper-medium,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,walker2d-medium,unknown,main,84.4,2.6,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: walker2d-medium,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,halfcheetah-medium-replay,unknown,main,38.3,0.9,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: halfcheetah-medium-replay,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,hopper-medium-replay,unknown,main,92.2,1.5,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: hopper-medium-replay,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2302.01877,AdaptDiffuser,"[""filter trajectories@trajectory"", ""fine-tune model@other:AdaptDiffuser"", ""predict@trajectory"", ""reconstruct@trajectory""]",diffusion_planning,walker2d-medium-replay,unknown,main,84.7,3.1,32,0.0002,1000000,missing,missing,missing,32,not_applicable,100,missing,missing,not_applicable,not_applicable,not_applicable,3,ddpm,missing,missing,missing,missing,missing,arXiv:2302.01877 Table 2 [AdaptDiffuser] dataset as printed: walker2d-medium-replay,reported_mean_over_seeds,std is standard error over 3 random seeds (Table 2 caption). Same values repeated in Table 4 '2nd Phase' (6 datasets) and Table 12; not re-emitted. Dataset printed as 'Med-Expert / HalfCheetah' etc.
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,halfcheetah-medium-expert,unknown,main,92.5,0.3,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: halfcheetah-medium-expert,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,hopper-medium-expert,unknown,main,115.3,1.1,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: hopper-medium-expert,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,walker2d-medium-expert,unknown,main,107.1,0.1,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: walker2d-medium-expert,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,halfcheetah-medium,unknown,main,46.7,0.2,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: halfcheetah-medium,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,hopper-medium,unknown,main,99.3,0.3,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: hopper-medium,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,walker2d-medium,unknown,main,84.0,0.6,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: walker2d-medium,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,halfcheetah-medium-replay,unknown,main,38.1,0.7,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: halfcheetah-medium-replay,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,hopper-medium-replay,unknown,main,94.7,0.7,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: hopper-medium-replay,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2401.02644,HierarchicalDiffuser,"[""correct@trajectory"", ""predict@trajectory"", ""reconstruct@state"", ""train@distribution"", ""train@trajectory""]",diffusion_planning,walker2d-medium-replay,unknown,main,84.1,2.2,missing,missing,missing,missing,missing,missing,32,not_applicable,missing,missing,missing,not_applicable,not_applicable,not_applicable,5,ddpm,missing,missing,missing,missing,missing,arXiv:2401.02644 Table 2 [HD-DA] dataset as printed: walker2d-medium-replay,reported_mean_over_seeds,"HD-DA (Ours) is the last column; ± is standard error per Table 8 (same values), averaged over 5 planning seeds"
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,halfcheetah-medium,v2,main,51.1,0.5,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: halfcheetah-medium-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,hopper-medium,v2,main,90.5,4.6,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,walker2d-medium,v2,main,87.0,0.9,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: walker2d-medium-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,halfcheetah-medium-replay,v2,main,47.8,0.3,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: halfcheetah-medium-replay-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,hopper-medium-replay,v2,main,101.3,0.6,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: hopper-medium-replay-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,walker2d-medium-replay,v2,main,95.5,1.5,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: walker2d-medium-replay-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,halfcheetah-medium-expert,v2,main,96.8,0.3,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: halfcheetah-medium-expert-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,hopper-medium-expert,v2,main,111.1,1.3,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: hopper-medium-expert-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,walker2d-medium-expert,v2,main,110.1,0.3,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,offline_criterion,missing,missing,missing,missing,arXiv:2208.06193 Table 1 [Diffusion-QL] dataset as printed: walker2d-medium-expert-v2,reported_mean_over_seeds,std is standard error over 50 random rollouts (5 models x 10 trajectories) per Table 1 caption; Appendix C says 6 models x 10 trajectories (conflict).
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,halfcheetah-medium,v2,online_selection,51.5,0.3,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,best_online,missing,missing,missing,missing,arXiv:2208.06193 Table 4 [Diffusion-QL] dataset as printed: halfcheetah-medium-v2,reported_mean_over_seeds,uses online evaluation for checkpoint selection; not comparable to purely offline protocol. Table 4 'Diffusion-QL (Offline)' column duplicates Table 1 and is not re-emitted.
2208.06193,DiffusionQL,"[""improve@parameter"", ""reconstruct@sample"", ""sample@sample""]",diffusion_policy,hopper-medium,v2,online_selection,96.6,3.4,256,0.0003,2000000,256,3,missing,not_applicable,not_applicable,5,not_applicable,1,2,not_applicable,not_applicable,5,ddpm,best_online,missing,missing,missing,missing,arXiv:2208.06193 Table 4 [Diffusion-QL] dataset as printed: hopper-medium-v2,reported_mean_over_seeds,uses online evaluation for checkpoint selection; not comparable to purely offline protocol. Table 4 'Diffusion-QL (Offline)' column duplicates Table 1 and is not re-emitted.
